ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Illyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyallela,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled,Amphipod
RRSAC1_12/3/2018_11:50,0,14.77111664,94.53514649,292.4681094,0,0,5.908446654,2.954223327,29.54223327,0,0,0,292.4681094,0,38.40490325,0,41.35912658,0,5.908446654,0,0,0,23.63378662,0,0,0,0,73.85558317,0,0,0,0,0,0,0,0,2.954223327,0,0,0,2.954223327,0,0,0,0,0,0,0,0,NA,0,NA,2018-03-12,RRSAC1,11:50:00,10.864,127.7,174.7,114,0.08,84.6,9.27,7.65,21.23,3.64,0.83,26847,27441,1,NA,1.128328147,0
RGSAC_12/3/2018_12:30,0,11.85681524,106.7113372,569.1271317,0,0,11.85681524,0,35.57044573,0,0,0,557.2703165,0,130.4249677,0,94.85452199,0,5.928407623,0,0,0,71.14089147,0,0,0,0,432.7737565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-03-12,RGSAC,12:30:00,11.161,128.8,174.9,114,0.08,80.8,8.93,7.26,16.6,3.2,0.78,27444,28036,1,NA,1.124529063,0
KLOG_12/3/2018_12:50,0,0,226.2647264,4148.186652,0,0,150.843151,0,2639.755142,0,0,0,4449.872953,0,301.6863019,0,10181.91269,0,678.7941793,0,0,0,2187.225689,0,0,0,0,3771.078774,0,0,0,0,0,0,0,0,0,75.42157548,0,75.42157548,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-03-12,KLOG,12:50:00,10.667,381.1,524.1,341,0.26,77.4,8.57,7.32,66.02,8.1,1.18,28039,28737,2,NA,1.32588055,0
TPSAC_12/3/2018_13:10,0,103.3591486,34.45304953,3927.647647,0,34.45304953,68.90609907,68.90609907,1722.652477,0,68.90609907,0,585.7018421,275.6243963,620.1548916,0,1240.309783,310.0774458,516.795743,0,0,0,103.3591486,0,585.7018421,137.8121981,0,2825.150062,0,0,0,34.45304953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,137.8121981,NA,2018-03-12,TPSAC,13:10:00,10.66,381,524,341,0.26,77.2,8.56,7.33,73.47,8.7,2.14,28740,29504,2,NA,1.451250344,0
KLSAC_12/3/2018_13:18,0,26.66882456,240.0194211,2506.869509,0,53.33764913,26.66882456,0,560.0453158,0,0,0,960.0776842,80.006473690000007,266.6882456,0,373.3635439,0,160.0129474,0,0,0,320.0258947,26.66882456,0,0,0,1306.772403,0,106.6752982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66882456,0,0,NA,0,NA,2018-03-12,KLSAC,13:18:00,10.968,192.8,263.1,171,0.13,81.6,8.99,7.41,27.18,4.83,0.89,29521,30179,1,NA,1.249898857,0
SMSSL_12/3/2018_13:50,0,474.9857779,118.7464445,2553.048557,0,0,237.492889,831.2251118,0,0,0,0,118.7464445,59.37322224,0,0,118.7464445,59.37322224,118.7464445,0,0,0,0,890.5983338,0,59.37322224,0,21374.36001,0,0,0,118.7464445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-03-12,SMSSL,13:50:00,10.861,341.6,467.5,304,0.23,70.2,7.75,7.27,78.72,5.61,1.12,30190,30855,2,NA,1.263195653,0
SMSAC_12/3/2018_14:10,0,38.07903051,114.2370915,1535.85423,0,12.69301017,25.38602035,0,291.939234,0,25.38602035,0,330.0182645,152.3161221,228.4741831,12.69301017,330.0182645,50.77204068,76.15806103,0,0,0,12.69301017,12.69301017,0,0,0,558.4924476,0,0,0,25.38602035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.69301017,NA,2018-03-12,SMSAC,14:10:00,11.056,160.1,217.9,142,0.1,83.6,9.17,7.01,20.71,4.44,0.86,30867,31420,1,NA,1.050446912,0
ACCSAC2_11/5/2018_12:30,0,14.6349373,126.8361232,1170.351501,0,0,121.9578108,9.756624864,0,0,0,0,439.0481189,19.51324973,204.8891221,0,282.9421211,0,29.2698746,0,0,0,97.56624864,0,9.756624864,0,19.51324973,411.5521762,0,0,24.39156216,0,0,14.6349373,0,0,14.6349373,4.878312432,4.878312432,0,4.878312432,0,0,0,0,0,48.78312432,0,0,NA,0,NA,2018-05-11,ACCSAC2,12:30:00,15,121.3,148.4,96,0.07,101.4,10.09,7.78,2.54,1.49,0.22,0,0,1,NA,0.353429174,0
ACCSAC3_11/5/2018_12:50,0,22.63536968,1120.450799,96.20032116,0,11.31768484,76.39437268,2.829421211,0,0,0,0,271.6244362,0,175.4241151,0,110.3474272,0,19.80594847,0,0,0,79.22379389,8.488263632,2.829421211,0,8.488263632,121.6651121,0,0,16.97652726,0,0,8.488263632,0,0,0,25.46479089,8.488263632,5.658842421,0,11.31768484,0,0,16.97652726,0,0,0,0,NA,0,NA,2018-05-11,ACCSAC3,12:50:00,15.318,115.4,141.4,92,0.07,96.9,9.7,7.5,2.34,1.09,0.33,0,0,1,NA,0.353429174,0
ACCSAC4_11/5/2018_12:55,0,14.14710605,59.41784542,1155.346994,0,11.31768484,39.61189695,0,0,0,0,0,263.1361726,25.46479089,144.3004817,0,42.44131816,0,5.658842421,0,0,0,50.92958179,22.63536968,0,0,8.488263632,203.7183272,0,0,8.488263632,0,0,5.658842421,0,0,0,8.488263632,0,22.63536968,0,0,48.10016058,0,19.80594847,0,0,0,0,NA,0,NA,2018-05-11,ACCSAC4,12:55:00,15.247,115.3,141.5,92,0.07,96.9,9.71,7.52,2.22,1.29,0.36,0,0,NA,NA,0.353429174,0
MNTNEW_11/5/2018_10:25,0,141.4710605,2687.95015,3112.363332,0,0,0,0,5234.429239,0,707.3553026,0,7568.701738,495.1487118,4314.867346,0,212.2065908,0,990.2974237,0,0,0,70.73553026,990.2974237,70.73553026,0,70.73553026,282.9421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,MNTNEW,10:25:00,16.425,813.5,970.9,631,0.48,47,4.42,7.06,76.8,3.09,0.47,0,0,7,NA,0.353429174,0
MNT3A_11/5/2018_10:45,0,0,1697.652726,27162.44362,0,0,2829.421211,0,23201.25393,0,1131.768484,0,87146.17328,3395.305453,0,0,0,0,0,0,0,0,5658.842421,0,0,0,0,1131.768484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,MNT3A,10:45:00,16.618,351.6,1608.1,1045,0.82,33.6,3.25,7.03,8.47,3.35,0.49,0,0,8,NA,0.353429174,0
MNTNEWCAN2_11/5/2018_10:20,495.1487118,141.4710605,5658.842421,0,0,778.0908329,0,0,848.8263632,0,0,0,6578.404314,848.8263632,4031.925225,0,0,0,0,0,0,0,70.73553026,70.73553026,0,0,0,2900.156741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,MNTNEWCAN2,10:20:00,15.994,351,423.6,273,0.2,37.1,3.66,7.13,5.01,4.83,0.54,0,0,4,NA,0.353429174,0
RGSAC_11/5/2018_6:45,0,10.3143142,3.438104734,75.63830415,0,0,6.876209468,0,3.438104734,0,0,0,312.8675308,0,34.38104734,0,6.876209468,0,6.876209468,0,0,0,0,3.438104734,0,0,6.876209468,13.75241894,0,0,3.438104734,0,0,0,0,0,3.438104734,0,3.438104734,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,RGSAC,06:45:00,14.592,135.5,169,110,0.08,96,9.75,7.81,2.98,2.38,0.32,521313,521951,1,NA,1.21190801,0
KLOG_11/5/2018_7:00,313.1257082,19.57035676,58.71107028,25637.16736,0,0,1272.073189,0,0,0,0,0,1937.465319,215.2739244,1272.073189,0,508.8292758,0,97.8517838,0,0,0,117.4221406,0,0,0,0,2397.368703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,KLOG,07:00:00,15.302,442.4,542.6,353,0.26,86.2,8.62,7.52,15.96,11.53,0.88,521943,522481,3,NA,1.021953777,0
TPSAC_11/5/2018_7:15,0,13.9714065,293.3995365,17939.28594,0,69.85703249,1494.940495,0,13.9714065,0,0,0,1439.05487,13.9714065,488.9992274,0,279.4281299,0,153.6854715,0,0,0,13.9714065,27.94281299,0,0,0,1662.597373,0,0,13.9714065,0,0,0,0,0,0,13.9714065,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,TPSAC,07:15:00,15.244,440.7,542.8,354,0.27,87.2,8.71,7.53,13.46,12.88,0.97,522486,523114,3,NA,1.192912587,0
KLSAC_11/5/2018_7:30,0,19.2483582,125.1143283,6207.595521,0,0,413.8397014,9.624179102,0,0,0,0,952.7937311,48.12089551,259.8528357,0,221.3561193,0,19.2483582,0,0,0,0,0,9.624179102,0,9.624179102,1539.868656,0,0,0,0,0,9.624179102,0,0,0,0,9.624179102,9.624179102,0,0,9.624179102,0,9.624179102,0,0,0,0,NA,0,NA,2018-05-11,KLSAC,07:30:00,14.729,181.1,225.1,146,0.11,97.2,9.81,7.54,4.34,3.65,0.58,523121,523668,2,NA,1.039049658,0
SMSSL_11/5/2018_8:10,2.927608703,55.62456535,190.2945656,1174.38932,0,11.71043481,73.19021756,0,0,0,0,0,307.3989138,84.90065236,219.5706527,0,202.0050005,0,76.11782626,0,0,0,55.62456535,2.927608703,0,0,0,260.5571745,0,0,2.927608703,0,0,2.927608703,0,0,0,0,0,14.63804351,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-05-11,SMSSL,08:10:00,15.256,404.2,482.7,323,0.24,56.1,5.58,7.18,17.98,3.2,0.53,523680,524346,2,NA,1.265095196,0
SMSAC_11/5/2018_8:35,0,9.064094298,67.98070724,951.7299014,0,4.53204715,58.91661294,0,0,0,0,0,430.5444791,0,126.8973202,0,18.1281886,0,0,0,0,0,104.2370844,0,0,0,0,126.8973202,0,0,22.66023574,0,0,0,0,0,0,4.53204715,0,4.53204715,0,4.53204715,0,0,18.1281886,4.53204715,0,0,0,NA,0,NA,2018-05-11,SMSAC,08:35:00,14.795,152.4,189.1,123,0.09,100.5,10.15,8.12,3.54,2.55,0.35,524348,524832,2,NA,0.91937849,0
MNTEB1_11/5/2018_10:00,0,180.9081089,217.0897307,7652.413006,0,72.36324356,1483.446493,36.18162177,0,0,0,0,3292.527581,0,14273.64979,0,615.0875703,0,289.4529743,0,0,0,0,0,0,0,36.18162177,1953.807576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.36324356,0,0,0,0,NA,0,NA,2018-05-11,MNTEB1,10:00:00,15.978,234.5,283,184,0.14,25.9,2.53,7.2,3.33,4.03,1.46,524845,525330,2,NA,0.921278033,0
MNTFEA_11/5/2018_11:05,0,2.919275029,0.973091676,36.9774837,0,0.973091676,8.757825086,0,4.865458381,0,0,0,12.65019179,0.973091676,7.78473341,0,1.946183353,0,0,0,0,0,0,3.892366705,0,0,2.919275029,35.03130035,0,0,0.973091676,0,0,0,0,0,0,0,0,0,0,0,0.973091676,0,0,0,1.946183353,0,0,NA,0,NA,2018-05-11,MNTFEA,11:05:00,15.339,104,127.3,83,0.06,103.2,10.33,8.35,0.85,3.77,0.44,525331,525872,1,NA,1.027652404,0
ACCSAC1_11/5/2018_11:50,0,0,9.693092004,818.3482675,0,11.84711245,0,7.539071559,0,0,0,0,35.54133735,1.077010222,21.54020445,0,10.77010222,0,3.231030668,0,0,0,2.154020445,4.308040891,0,0,7.539071559,45.23442935,0,0,2.154020445,0,0,4.308040891,0,0,0,1.077010222,0,0,5.385051113,0,0,0,7.539071559,0,2.154020445,0,0,NA,0,NA,2018-05-11,ACCSAC1,11:50:00,15.093,98.8,121.6,79,0.06,97.7,9.82,7.46,1.83,0.91,0.24,525871,526391,1,NA,0.987762015,0
ACC_11/5/2018_12:10,0,1.607625688,14.46863119,510.3063254,0,40.1906422,101.2804183,0,0,0,0,0,125.3948037,0,30.54488807,0,67.52027888,0,41.79826788,0,0,0,6.430502751,4.822877063,1.607625688,0,0,570.93678,0,0,11.25337982,0,0,0,0,0,0,1.607625688,0,1.607625688,0,0,0,0,3.215251375,0,0,0,0,NA,0,NA,2018-05-11,ACC,12:10:00,16.845,468.2,553.7,360,0.27,112.8,10.9,7.17,11.15,9.44,0.82,526551,0,1,FLOW METER LOST,1.413716694,0
RG92_12/11/2018_13:30,0,0,141.4710605,990.2974237,0,56.58842421,169.7652726,0,1443.004817,0,339.53054530000003,0,2716.244362,877.1205753,1386.416393,0,226.3536968,0,0,0,0,0,0,0,0,0,0,820.5321511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,RG92,13:30:00,11.534,173.1,232.3,151,0.11,83.2,9.01,7.05,11.9,2.81,0.78,0,0,4,NA,0.353429174,0
MNTNEWCAN_12/11/2018_9:20,0,56.58842421,56.58842421,5602.253997,0,339.53054530000003,0,0,5092.958179,0,962.0032116,0,2942.598059,0,1131.768484,0,1244.945333,0,226.3536968,0,0,0,169.7652726,0,0,0,0,1980.594847,0,0,113.1768484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,MNTNEWCAN,09:20:00,9.667,257.3,363.4,236,0.18,50.7,5.75,7.09,12.08,2.52,0.84,0,0,6,NA,0.353429174,0
RRCAN_12/11/2018_12:40,0,22.94125306,0,741.7671823,0,0,53.52959047,45.88250613,0,0,0,0,0,0,99.4120966,0,22.94125306,0,30.58833741,0,0,0,0,7.647084354,0,0,0,428.2367239,0,0,0,0,0,0,7.647084354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,RRCAN,12:40:00,11.595,611.4,822.9,535,0.41,66.9,7.24,7.69,31.15,3.73,0.89,0,0,1,NA,0.353429174,0
MNT3A_12/11/2018_10:10,0,0,47.15702018,471.5702018,0,0,0,0,4479.916916,0,1226.082524,0,424.4131816,94.31404034,188.6280807,0,0,0,235.7851009,0,0,0,471.5702018,47.15702018,0,0,0,94.31404034,0,0,0,0,0,0,141.4710605,0,0,0,0,0,47.15702018,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,MNT3A,10:10:00,8.373,494.4,723.5,470,0.36,62.6,7.3,7.15,13.36,3.08,0.97,0,0,5,NA,0.353429174,0
MNTNEW_12/11/2018_9:15,0,70.73553026,70.73553026,495.1487118,0,0,0,0,10115.18083,0,0,0,2122.065908,0,0,0,1626.917196,0,424.4131816,0,0,0,495.1487118,7215.024087,0,0,0,495.1487118,0,0,0,0,0,0,70.73553026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,MNTNEW,09:15:00,7.983,373.6,552.6,359,0.27,66.7,7.88,7.26,18.23,21.49,3.87,0,0,5,NA,0.353429174,0
ACCSAC4_12/11/2018_7:25,4.6857374,23.428687,28.1144244,571.6599627,0,9.371474797,46.857374,23.428687,60.9145862,0,4.6857374,0,70.286061,37.4858992,4.6857374,0,79.65753577,9.371474797,18.7429496,0,0,0,4.6857374,0,4.6857374,0,0,201.4867082,0,0,0,23.428687,0,4.6857374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,ACCSAC4,07:25:00,9.964,121.3,170.1,111,0.08,90.9,10.27,7.61,5.77,2.05,0.51,31751,32500,1,NA,1.422757209,0
ACCSAC3_12/11/2018_7:35,0,11.560004320000001,57.80002162,668.8288216,0,0,11.560004320000001,0,63.58002377,0,0,0,80.92003026,0,28.90001081,0,80.92003026,0,11.560004320000001,0,0,0,23.120008640000002,0,0,0,0,202.3000756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,ACCSAC3,07:35:00,9.778,118,166.2,108,0.08,91.6,10.38,7.46,11.65,2.13,0.86,32499,33005,1,NA,0.961168422,0
ACCSAC2_12/11/2018_7:50,0,16.37457533,212.8694793,966.0999445,0,16.37457533,40.93643833,0,114.6220273,0,0,0,122.809315,0,122.809315,0,114.6220273,0,24.561863,0,0,0,40.93643833,0,0,0,0,335.6787943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,ACCSAC2,07:50:00,9.758,126,177.4,115,0.08,90.5,10.27,7.24,5.62,2.2,0.81,33012,33655,1,NA,1.221405722,0
ACCSAC1_12/11/2018_7:55,0,17.51160405,96.3138223,788.0221824,0,0,17.51160405,0,70.04641621,0,0,0,52.53481216,0,43.77901013,0,78.80221824,0,26.26740608,0,0,0,0,0,0,0,0,490.3249135,0,0,0,0,0,0,0,0,0,0,0,0,26.26740608,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,ACCSAC1,07:55:00,9.686,89.9,126.9,82,0.06,94.5,10.72,7.32,4.36,2.18,0.85,33658,34139,1,NA,0.913679863,0
ACC_12/11/2018_8:05,0,33.80048776,42.2506097,980.214145,0,8.45012194,118.3017072,0,295.7542679,0,0,0,346.4549995,0,152.1021949,0,177.4525607,0,92.95134134,0,0,0,25.35036582,0,0,0,0,253.5036582,0,8.45012194,0,0,0,0,0,0,0,0,0,0,8.45012194,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,ACC,08:05:00,9.461,250.7,356.2,232,0.17,77.2,8.8,7.11,6.45,2.39,0.92,34140,34763,1,NA,1.183414875,0
MNTFEA_12/11/2018_8:45,20.09322889,70.32630111,60.27968666,1724.668813,0,0,70.32630111,0,0,0,0,0,40.18645778,20.09322889,261.2119755,0,70.32630111,0,10.04661444,0,0,0,0,0,0,0,0,341.5848911,0,0,0,10.04661444,0,10.04661444,0,0,0,10.04661444,40.18645778,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,MNTFEA,08:45:00,8.527,78.4,114.2,74,0.05,92.3,10.76,7.78,1.45,4.39,1.1,34754,35278,1,NA,0.995360184,0
MNTEB1_12/11/2018_10:30,0,79.76402983,159.5280597,2871.505074,0,0,79.76402983,0,1276.224477,0,0,0,2153.628805,0,319.0561193,0,1116.696418,0,159.5280597,0,0,0,159.5280597,0,0,0,0,8135.931042,0,0,0,558.3482088,0,0,0,0,0,0,0,0,159.5280597,0,0,0,0,0,0,0,0,NA,0,NA,2018-11-12,MNTEB1,10:30:00,9.979,193.3,270.7,176,0.13,58.7,6.59,7.12,13.91,2.57,0.84,35387,35717,2,NA,0.626848971,0
