"","LOCATION","DateTime","DO.mg","Temp.F"
"168","RRCAN",2021-02-10 11:56:35,8,55.8
"169","RRCAN",2021-02-10 12:06:35,8.14,55.87
"170","RRCAN",2021-02-10 12:16:35,8.12,55.94
"171","RRCAN",2021-02-10 12:26:35,8.03,55.9
"172","RRCAN",2021-02-10 12:36:35,7.89,55.8
"173","RRCAN",2021-02-10 12:46:35,7.93,55.87
"174","RRCAN",2021-02-10 12:56:35,7.87,55.87
"175","RRCAN",2021-02-10 13:06:35,7.77,55.72
"176","RRCAN",2021-02-10 13:16:35,7.67,55.65
"177","RRCAN",2021-02-10 13:26:35,7.65,55.58
"178","RRCAN",2021-02-10 13:36:35,7.61,55.62
"179","RRCAN",2021-02-10 13:46:35,7.56,55.54
"180","RRCAN",2021-02-10 13:56:35,7.47,55.4
"181","RRCAN",2021-02-10 14:06:35,7.38,55.33
"182","RRCAN",2021-02-10 14:16:35,7.41,55.36
"183","RRCAN",2021-02-10 14:26:35,7.35,55.4
"184","RRCAN",2021-02-10 14:36:35,7.5,55.51
"185","RRCAN",2021-02-10 14:46:35,7.87,56.16
"186","RRCAN",2021-02-10 14:56:35,8.16,57.99
"187","RRCAN",2021-02-10 15:06:35,8.66,58.89
"188","RRCAN",2021-02-10 15:16:35,8.52,58.6
"189","RRCAN",2021-02-10 15:26:35,8.79,58.89
"190","RRCAN",2021-02-10 15:36:35,9.01,59.76
"191","RRCAN",2021-02-10 15:46:35,9.02,60.37
"192","RRCAN",2021-02-10 15:56:35,9.03,60.55
"193","RRCAN",2021-02-10 16:06:35,9.04,60.55
"194","RRCAN",2021-02-10 16:16:35,9.07,60.66
"195","RRCAN",2021-02-10 16:26:35,9.15,61.02
"196","RRCAN",2021-02-10 16:36:35,9.11,61.16
"197","RRCAN",2021-02-10 16:46:35,9.23,61.16
"198","RRCAN",2021-02-10 16:56:35,9.17,61.12
"199","RRCAN",2021-02-10 17:06:35,9.15,61.16
"200","RRCAN",2021-02-10 17:16:35,9.15,61.2
"201","RRCAN",2021-02-10 17:26:35,9.2,61.3
"202","RRCAN",2021-02-10 17:36:35,9.1,61.3
"203","RRCAN",2021-02-10 17:46:35,9.08,61.38
"204","RRCAN",2021-02-10 17:56:35,9.12,61.38
"205","RRCAN",2021-02-10 18:06:35,9.14,61.41
"206","RRCAN",2021-02-10 18:16:35,9.14,61.41
"207","RRCAN",2021-02-10 18:26:35,9.14,61.41
"208","RRCAN",2021-02-10 18:36:35,9.13,61.38
"209","RRCAN",2021-02-10 18:46:35,9.09,61.34
"210","RRCAN",2021-02-10 18:56:35,9.07,61.34
"211","RRCAN",2021-02-10 19:06:35,9.03,61.3
"212","RRCAN",2021-02-10 19:16:35,9.04,61.3
"213","RRCAN",2021-02-10 19:26:35,8.99,61.23
"214","RRCAN",2021-02-10 19:36:35,9,61.12
"215","RRCAN",2021-02-10 19:46:35,8.99,61.05
"216","RRCAN",2021-02-10 19:56:35,8.97,60.98
"217","RRCAN",2021-02-10 20:06:35,8.94,60.94
"218","RRCAN",2021-02-10 20:16:35,8.88,60.91
"219","RRCAN",2021-02-10 20:26:35,8.92,60.87
"220","RRCAN",2021-02-10 20:36:35,8.95,60.84
"221","RRCAN",2021-02-10 20:46:35,8.98,60.8
"222","RRCAN",2021-02-10 20:56:35,9.02,60.73
"223","RRCAN",2021-02-10 21:06:35,9.09,60.69
"224","RRCAN",2021-02-10 21:16:35,9.09,60.66
"225","RRCAN",2021-02-10 21:26:35,9.07,60.62
"226","RRCAN",2021-02-10 21:36:35,9.08,60.55
"227","RRCAN",2021-02-10 21:46:35,9.02,60.51
"228","RRCAN",2021-02-10 21:56:35,9.01,60.44
"229","RRCAN",2021-02-10 22:06:35,9.02,60.37
"230","RRCAN",2021-02-10 22:16:35,8.98,60.33
"231","RRCAN",2021-02-10 22:26:35,8.96,60.3
"232","RRCAN",2021-02-10 22:36:35,8.95,60.26
"233","RRCAN",2021-02-10 22:46:35,8.92,60.19
"234","RRCAN",2021-02-10 22:56:35,8.77,60.15
"235","RRCAN",2021-02-10 23:06:35,8.85,60.08
"236","RRCAN",2021-02-10 23:16:35,8.85,60.01
"237","RRCAN",2021-02-10 23:26:35,8.85,59.97
"238","RRCAN",2021-02-10 23:36:35,8.81,59.9
"239","RRCAN",2021-02-10 23:46:35,8.75,59.86
"240","RRCAN",2021-02-10 23:56:35,8.75,59.83
"241","RRCAN",2021-02-11 00:06:35,8.59,59.76
"242","RRCAN",2021-02-11 00:16:35,8.68,59.72
"243","RRCAN",2021-02-11 00:26:35,8.67,59.65
"244","RRCAN",2021-02-11 00:36:35,8.63,59.58
"245","RRCAN",2021-02-11 00:46:35,8.52,59.54
"246","RRCAN",2021-02-11 00:56:35,8.53,59.5
"247","RRCAN",2021-02-11 01:06:35,8.6,59.4
"248","RRCAN",2021-02-11 01:16:35,8.6,59.32
"249","RRCAN",2021-02-11 01:26:35,8.59,59.29
"250","RRCAN",2021-02-11 01:36:35,8.54,59.22
"251","RRCAN",2021-02-11 01:46:35,8.52,59.18
"252","RRCAN",2021-02-11 01:56:35,8.52,59.11
"253","RRCAN",2021-02-11 02:06:35,8.51,59.04
"254","RRCAN",2021-02-11 02:16:35,8.5,58.96
"255","RRCAN",2021-02-11 02:26:35,8.5,58.93
"256","RRCAN",2021-02-11 02:36:35,8.51,58.86
"257","RRCAN",2021-02-11 02:46:35,8.51,58.82
"258","RRCAN",2021-02-11 02:56:35,8.5,58.75
"259","RRCAN",2021-02-11 03:06:35,8.5,58.75
"260","RRCAN",2021-02-11 03:16:35,8.45,58.71
"261","RRCAN",2021-02-11 03:26:35,8.43,58.68
"262","RRCAN",2021-02-11 03:36:35,8.39,58.64
"263","RRCAN",2021-02-11 03:46:35,8.38,58.57
"264","RRCAN",2021-02-11 03:56:35,8.4,58.53
"265","RRCAN",2021-02-11 04:06:35,8.35,58.5
"266","RRCAN",2021-02-11 04:16:35,8.31,58.46
"267","RRCAN",2021-02-11 04:26:35,8.31,58.42
"268","RRCAN",2021-02-11 04:36:35,8.3,58.35
"269","RRCAN",2021-02-11 04:46:35,8.29,58.32
"270","RRCAN",2021-02-11 04:56:35,8.28,58.24
"271","RRCAN",2021-02-11 05:06:35,8.22,58.21
"272","RRCAN",2021-02-11 05:16:35,8.17,58.17
"273","RRCAN",2021-02-11 05:26:35,8.16,58.14
"274","RRCAN",2021-02-11 05:36:35,8.15,58.06
"275","RRCAN",2021-02-11 05:46:35,8.17,58.03
"276","RRCAN",2021-02-11 05:56:35,8.09,57.96
"277","RRCAN",2021-02-11 06:06:35,8.05,57.96
"278","RRCAN",2021-02-11 06:16:35,8.06,57.88
"279","RRCAN",2021-02-11 06:26:35,7.99,57.85
"280","RRCAN",2021-02-11 06:36:35,7.96,57.81
"281","RRCAN",2021-02-11 06:46:35,7.95,57.74
"282","RRCAN",2021-02-11 06:56:35,7.87,57.7
"283","RRCAN",2021-02-11 07:06:35,7.84,57.63
"284","RRCAN",2021-02-11 07:16:35,7.78,57.6
"285","RRCAN",2021-02-11 07:26:35,7.77,57.6
"286","RRCAN",2021-02-11 07:36:35,7.78,57.52
"287","RRCAN",2021-02-11 07:46:35,7.78,57.49
"288","RRCAN",2021-02-11 07:56:35,7.73,57.45
"289","RRCAN",2021-02-11 08:06:35,7.73,57.42
"290","RRCAN",2021-02-11 08:16:35,7.74,57.38
"291","RRCAN",2021-02-11 08:26:35,7.69,57.34
"292","RRCAN",2021-02-11 08:36:35,7.69,57.31
"293","RRCAN",2021-02-11 08:46:35,7.72,57.31
"294","RRCAN",2021-02-11 08:56:35,7.78,57.27
"295","RRCAN",2021-02-11 09:06:35,7.79,57.27
"296","RRCAN",2021-02-11 09:16:35,7.88,57.27
"297","RRCAN",2021-02-11 09:26:35,7.86,57.24
"298","RRCAN",2021-02-11 09:36:35,7.93,57.24
"299","RRCAN",2021-02-11 09:46:35,7.99,57.24
"300","RRCAN",2021-02-11 09:56:35,7.99,57.24
"301","RRCAN",2021-02-11 10:06:35,7.87,57.2
"302","RRCAN",2021-02-11 10:16:35,7.85,57.16
"303","RRCAN",2021-02-11 10:26:35,7.88,57.16
"304","RRCAN",2021-02-11 10:36:35,7.9,57.13
"305","RRCAN",2021-02-11 10:46:35,7.88,57.13
"306","RRCAN",2021-02-11 10:56:35,7.87,57.16
"307","RRCAN",2021-02-11 11:06:35,7.85,57.13
"308","RRCAN",2021-02-11 11:16:35,7.86,57.13
"309","RRCAN",2021-02-11 11:26:35,8.07,57.16
"310","RRCAN",2021-02-11 11:36:35,8.07,57.2
"311","RRCAN",2021-02-11 11:46:35,8.06,57.24
"312","RRCAN",2021-02-11 11:56:35,8.23,57.27
"313","RRCAN",2021-02-11 12:06:35,8.61,57.38
"314","RRCAN",2021-02-11 12:16:35,8.61,57.38
"315","RRCAN",2021-02-11 12:26:35,8.59,57.38
"316","RRCAN",2021-02-11 12:36:35,8.52,57.34
"317","RRCAN",2021-02-11 12:46:35,8.45,57.31
"318","RRCAN",2021-02-11 12:56:35,8.51,57.31
"319","RRCAN",2021-02-11 13:06:35,8.44,57.31
"320","RRCAN",2021-02-11 13:16:35,8.42,57.27
"321","RRCAN",2021-02-11 13:26:35,8.42,57.27
"322","RRCAN",2021-02-11 13:36:35,8.38,57.24
"323","RRCAN",2021-02-11 13:46:35,8.42,57.24
"324","RRCAN",2021-02-11 13:56:35,8.42,57.24
"325","RRCAN",2021-02-11 14:06:35,8.49,57.2
"326","RRCAN",2021-02-11 14:16:35,8.47,57.2
"327","RRCAN",2021-02-11 14:26:35,8.44,57.16
"328","RRCAN",2021-02-11 14:36:35,8.44,57.09
"329","RRCAN",2021-02-11 14:46:35,8.45,57.09
"330","RRCAN",2021-02-11 14:56:35,8.5,57.02
"331","RRCAN",2021-02-11 15:06:35,8.47,56.98
"332","RRCAN",2021-02-11 15:16:35,8.34,56.98
"333","RRCAN",2021-02-11 15:26:35,8.31,56.91
"334","RRCAN",2021-02-11 15:36:35,8.31,56.88
"335","RRCAN",2021-02-11 15:46:35,8.23,56.8
"336","RRCAN",2021-02-11 15:56:35,8.27,56.8
"337","RRCAN",2021-02-11 16:06:35,8.24,56.77
"338","RRCAN",2021-02-11 16:16:35,8.14,56.7
"339","RRCAN",2021-02-11 16:26:35,8.19,56.66
"340","RRCAN",2021-02-11 16:36:35,8.18,56.66
"341","RRCAN",2021-02-11 16:46:35,8.24,56.62
"342","RRCAN",2021-02-11 16:56:35,8.27,56.55
"343","RRCAN",2021-02-11 17:06:35,8.29,56.48
"344","RRCAN",2021-02-11 17:16:35,8.25,56.44
"345","RRCAN",2021-02-11 17:26:35,8.27,56.41
"346","RRCAN",2021-02-11 17:36:35,8.27,56.37
"347","RRCAN",2021-02-11 17:46:35,8.25,56.34
"348","RRCAN",2021-02-11 17:56:35,8.19,56.3
"349","RRCAN",2021-02-11 18:06:35,8.14,56.26
"350","RRCAN",2021-02-11 18:16:35,8.09,56.23
"351","RRCAN",2021-02-11 18:26:35,8.07,56.16
"352","RRCAN",2021-02-11 18:36:35,8.06,56.12
"353","RRCAN",2021-02-11 18:46:35,7.84,56.08
"354","RRCAN",2021-02-11 18:56:35,7.84,56.01
"355","RRCAN",2021-02-11 19:06:35,7.85,56.01
"356","RRCAN",2021-02-11 19:16:35,7.88,56.01
"357","RRCAN",2021-02-11 19:26:35,7.89,55.98
"358","RRCAN",2021-02-11 19:36:35,7.9,55.94
"359","RRCAN",2021-02-11 19:46:35,8.02,55.87
"360","RRCAN",2021-02-11 19:56:35,8.05,55.87
"361","RRCAN",2021-02-11 20:06:35,7.88,55.83
"362","RRCAN",2021-02-11 20:16:35,7.95,55.8
"363","RRCAN",2021-02-11 20:26:35,7.83,55.76
"364","RRCAN",2021-02-11 20:36:35,8.07,55.72
"365","RRCAN",2021-02-11 20:46:35,8.03,55.69
"366","RRCAN",2021-02-11 20:56:35,8.06,55.65
"367","RRCAN",2021-02-11 21:06:35,8.09,55.62
"368","RRCAN",2021-02-11 21:16:35,7.99,55.62
"369","RRCAN",2021-02-11 21:26:35,7.92,55.62
"370","RRCAN",2021-02-11 21:36:35,7.48,55.58
"371","RRCAN",2021-02-11 21:46:35,7.53,55.51
"372","RRCAN",2021-02-11 21:56:35,7.48,55.47
"373","RRCAN",2021-02-11 22:06:35,7.37,55.44
"374","RRCAN",2021-02-11 22:16:35,7.39,55.44
"375","RRCAN",2021-02-11 22:26:35,7.48,55.4
"376","RRCAN",2021-02-11 22:36:35,7.51,55.4
"377","RRCAN",2021-02-11 22:46:35,7.23,55.36
"378","RRCAN",2021-02-11 22:56:35,7.13,55.33
"379","RRCAN",2021-02-11 23:06:35,7.15,55.29
"380","RRCAN",2021-02-11 23:16:35,7.11,55.26
"381","RRCAN",2021-02-11 23:26:35,6.97,55.26
"382","RRCAN",2021-02-11 23:36:35,7.1,55.22
"383","RRCAN",2021-02-11 23:46:35,7.01,55.22
"384","RRCAN",2021-02-11 23:56:35,7.1,55.18
"385","RRCAN",2021-02-12 00:06:35,6.93,55.15
"386","RRCAN",2021-02-12 00:16:35,7.06,55.11
"387","RRCAN",2021-02-12 00:26:35,7.02,55.11
"388","RRCAN",2021-02-12 00:36:35,6.95,55.08
"389","RRCAN",2021-02-12 00:46:35,7.05,55.08
"390","RRCAN",2021-02-12 00:56:35,7.11,55.04
"391","RRCAN",2021-02-12 01:06:35,7.25,55
"392","RRCAN",2021-02-12 01:16:35,7.32,55.04
"393","RRCAN",2021-02-12 01:26:35,7.2,55
"394","RRCAN",2021-02-12 01:36:35,7.12,54.97
"395","RRCAN",2021-02-12 01:46:35,7.04,54.93
"396","RRCAN",2021-02-12 01:56:35,7.1,54.93
"397","RRCAN",2021-02-12 02:06:35,7.11,54.86
"398","RRCAN",2021-02-12 02:16:35,7.15,54.82
"399","RRCAN",2021-02-12 02:26:35,7.28,54.82
"400","RRCAN",2021-02-12 02:36:35,7.32,54.82
"401","RRCAN",2021-02-12 02:46:35,7.3,54.75
"402","RRCAN",2021-02-12 02:56:35,7.28,54.79
"403","RRCAN",2021-02-12 03:06:35,7.34,54.75
"404","RRCAN",2021-02-12 03:16:35,7.19,54.68
"405","RRCAN",2021-02-12 03:26:35,7.14,54.64
"406","RRCAN",2021-02-12 03:36:35,7.21,54.68
"407","RRCAN",2021-02-12 03:46:35,7.19,54.64
"408","RRCAN",2021-02-12 03:56:35,7.11,54.64
"409","RRCAN",2021-02-12 04:06:35,7.15,54.64
"410","RRCAN",2021-02-12 04:16:35,7.12,54.64
"411","RRCAN",2021-02-12 04:26:35,7.15,54.61
"412","RRCAN",2021-02-12 04:36:35,7.24,54.61
"413","RRCAN",2021-02-12 04:46:35,7.26,54.61
"414","RRCAN",2021-02-12 04:56:35,7.3,54.57
"415","RRCAN",2021-02-12 05:06:35,7.31,54.57
"416","RRCAN",2021-02-12 05:16:35,7.35,54.5
"417","RRCAN",2021-02-12 05:26:35,7.33,54.5
"418","RRCAN",2021-02-12 05:36:35,7.34,54.46
"419","RRCAN",2021-02-12 05:46:35,7.38,54.43
"420","RRCAN",2021-02-12 05:56:35,7.36,54.39
"421","RRCAN",2021-02-12 06:06:35,7.37,54.39
"422","RRCAN",2021-02-12 06:16:35,7.38,54.36
"423","RRCAN",2021-02-12 06:26:35,7.37,54.36
"424","RRCAN",2021-02-12 06:36:35,7.37,54.32
"425","RRCAN",2021-02-12 06:46:35,7.37,54.28
"426","RRCAN",2021-02-12 06:56:35,7.39,54.25
"427","RRCAN",2021-02-12 07:06:35,7.4,54.25
"428","RRCAN",2021-02-12 07:16:35,7.37,54.25
"429","RRCAN",2021-02-12 07:26:35,7.37,54.21
"430","RRCAN",2021-02-12 07:36:35,7.35,54.21
"431","RRCAN",2021-02-12 07:46:35,7.32,54.18
"432","RRCAN",2021-02-12 07:56:35,7.29,54.18
"433","RRCAN",2021-02-12 08:06:35,7.28,54.18
"434","RRCAN",2021-02-12 08:16:35,7.29,54.14
"435","RRCAN",2021-02-12 08:26:35,7.27,54.18
"436","RRCAN",2021-02-12 08:36:35,7.26,54.18
"437","RRCAN",2021-02-12 08:46:35,7.26,54.18
"438","RRCAN",2021-02-12 08:56:35,7.27,54.18
"439","RRCAN",2021-02-12 09:06:35,7.27,54.18
"440","RRCAN",2021-02-12 09:16:35,7.25,54.18
"441","RRCAN",2021-02-12 09:26:35,7.23,54.14
"442","RRCAN",2021-02-12 09:36:35,7.22,54.14
"443","RRCAN",2021-02-12 09:46:35,7.24,54.14
"444","RRCAN",2021-02-12 09:56:35,7.16,54.18
"445","RRCAN",2021-02-12 10:06:35,7,54.18
"446","RRCAN",2021-02-12 10:16:35,6.95,54.21
"447","RRCAN",2021-02-12 10:26:35,6.92,54.25
"448","RRCAN",2021-02-12 10:36:35,6.95,54.28
"449","RRCAN",2021-02-12 10:46:35,6.85,54.25
"450","RRCAN",2021-02-12 10:56:35,6.98,54.18
"451","RRCAN",2021-02-12 11:06:35,7.02,54.14
"452","RRCAN",2021-02-12 11:16:35,7,54.1
"453","RRCAN",2021-02-12 11:26:35,6.96,54.14
"454","RRCAN",2021-02-12 11:36:35,7.27,54.39
"455","RRCAN",2021-02-12 11:46:35,7.21,54.21
"456","RRCAN",2021-02-12 11:56:35,7.26,54.32
"457","RRCAN",2021-02-12 12:06:35,7.31,54.21
"458","RRCAN",2021-02-12 12:16:35,7.33,54.14
"459","RRCAN",2021-02-12 12:26:35,7.46,54.07
"460","RRCAN",2021-02-12 12:36:35,7.47,54.1
"461","RRCAN",2021-02-12 12:46:35,7.44,54.1
"462","RRCAN",2021-02-12 12:56:35,7.41,54.39
"463","RRCAN",2021-02-12 13:06:35,7.24,54.46
"464","RRCAN",2021-02-12 13:16:35,7.2,54.39
"465","RRCAN",2021-02-12 13:26:35,7.28,54.79
